id_venta,fecha,id_cliente,id_producto,cantidad,metodo_pago,estado,id_empleado,total_ventas
1702,2/8/2024,85,31,6,1,Pendiente,102,"$109.800,00"
1703,2/8/2024,242,6,4,4,Completa,128,"$102.800,00"
1704,2/8/2024,213,9,5,5,Pendiente,110,"$199.500,00"
1705,2/8/2024,167,6,6,2,Completa,123,"$109.800,00"
1706,2/8/2024,78,30,6,4,Completa,101,"$109.800,00"
1707,2/8/2024,164,21,5,5,Pendiente,129,"$199.500,00"
1708,03/08/2024,78,11,6,4,Completa,108,"$109.800,00"
1709,3/8/2024,125,13,4,5,Completa,121,"$102.800,00"
1710,3/8/2024,326,25,1,1,Completa,109,"$8.990,00"
1711,3/8/2024,13,22,1,5,Completa,117,"$8.990,00"
1712,3/8/2024,153,25,2,2,Pendiente,131,"$43.000,00"
1713,3/8/2024,37,26,5,4,Completa,107,"$199.500,00"
1714,04/08/2024,264,32,2,5,Completa,115,"$43.000,00"
1715,04/08/2024,189,3,2,5,Completa,128,"$43.000,00"
1716,4/8/2024,165,37,5,1,Completa,119,"$199.500,00"
1717,4/8/2024,209,33,4,4,Completa,113,"$102.800,00"
1718,4/8/2024,278,27,2,4,Completa,122,"$43.000,00"
1719,05/08/2024,268,3,4,1,Completa,101,"$102.800,00"
1720,05/08/2024,20,1,2,1,Completa,116,"$43.000,00"
1721,05/08/2024,151,35,3,5,Completa,120,"$176.700,00"
1722,05/08/2024,93,36,2,5,Completa,108,"$43.000,00"
1723,05/08/2024,99,11,4,5,Completa,124,"$102.800,00"
1724,05/08/2024,111,37,5,2,Pendiente,119,"$199.500,00"
1725,05/08/2024,82,29,6,3,Completa,127,"$109.800,00"
1726,05/08/2024,114,2,2,5,Completa,105,"$43.000,00"
1727,5/8/2024,306,29,2,5,Completa,111,"$43.000,00"
1728,5/8/2024,309,36,3,4,Completa,122,"$176.700,00"
1729,5/8/2024,126,18,4,1,Completa,132,"$102.800,00"
1730,5/8/2024,1,15,1,5,Completa,107,"$8.990,00"
1731,5/8/2024,69,29,1,1,Completa,116,"$8.990,00"
1732,5/8/2024,125,32,5,5,Completa,124,"$199.500,00"
1733,5/8/2024,145,1,3,3,Completa,103,"$176.700,00"
1734,5/8/2024,241,36,4,2,Completa,118,"$102.800,00"
1735,5/8/2024,248,31,4,3,Completa,129,"$102.800,00"
1736,06/08/2024,174,31,1,1,Completa,113,"$8.990,00"
1737,06/08/2024,203,3,2,5,Pendiente,120,"$43.000,00"
1738,06/08/2024,43,9,2,5,Completa,102,"$43.000,00"
1739,6/8/2024,107,22,1,4,Cancelada,110,"$8.990,00"
1740,6/8/2024,60,26,6,3,Completa,119,"$109.800,00"
1741,6/8/2024,215,36,5,3,Completa,117,"$199.500,00"
1742,6/8/2024,157,9,4,3,Completa,126,"$102.800,00"
1743,6/8/2024,50,26,4,3,Completa,130,"$102.800,00"
1744,07/08/2024,205,15,2,5,Completa,105,"$43.000,00"
1745,07/08/2024,46,23,6,1,Completa,111,"$109.800,00"
1746,07/08/2024,24,26,5,3,Completa,114,"$199.500,00"
1747,07/08/2024,35,12,6,5,Completa,123,"$109.800,00"
1748,7/8/2024,119,34,5,3,Completa,127,"$199.500,00"
1749,7/8/2024,67,15,5,1,Completa,122,"$199.500,00"
1750,7/8/2024,326,15,6,3,Completa,104,"$109.800,00"
1751,7/8/2024,203,29,5,3,Completa,103,"$199.500,00"
1752,7/8/2024,99,23,3,1,Completa,131,"$176.700,00"
1753,7/8/2024,58,15,4,5,Pendiente,102,"$102.800,00"
1754,7/8/2024,44,35,3,5,Completa,128,"$176.700,00"
1755,08/08/2024,123,23,1,1,Pendiente,110,"$8.990,00"
1756,08/08/2024,143,8,6,4,Completa,123,"$109.800,00"
1757,8/8/2024,202,27,6,4,Completa,101,"$109.800,00"
1758,8/8/2024,13,28,2,3,Pendiente,129,"$43.000,00"
1759,8/8/2024,76,9,1,3,Completa,108,"$8.990,00"
1760,8/8/2024,326,16,4,3,Completa,121,"$102.800,00"
1761,09/08/2024,252,32,4,1,Completa,101,"$102.800,00"
1762,9/8/2024,127,6,6,1,Completa,117,"$109.800,00"
1763,9/8/2024,151,9,5,4,Completa,131,"$199.500,00"
1764,9/8/2024,124,33,2,3,Completa,107,"$43.000,00"
1765,10/08/2024,231,23,1,4,Completa,115,"$8.990,00"
1766,10/08/2024,261,5,4,3,Completa,128,"$102.800,00"
1767,10/08/2024,126,24,5,4,Completa,119,"$199.500,00"
1768,10/8/2024,247,9,3,1,Completa,113,"$176.700,00"
1769,10/8/2024,235,30,1,4,Completa,122,"$8.990,00"
1770,10/8/2024,169,27,2,1,Completa,101,"$43.000,00"
1771,11/08/2024,132,34,5,3,Completa,116,"$199.500,00"
1772,11/08/2024,139,26,3,5,Completa,120,"$176.700,00"
1773,11/8/2024,204,11,5,5,Completa,108,"$199.500,00"
1774,11/8/2024,24,29,3,1,Completa,124,"$176.700,00"
1775,11/8/2024,237,8,6,1,Completa,119,"$109.800,00"
1776,11/8/2024,234,9,2,5,Completa,127,"$43.000,00"
1777,11/8/2024,21,35,2,1,Completa,105,"$43.000,00"
1778,11/8/2024,159,9,2,5,Completa,111,"$43.000,00"
1779,11/8/2024,238,12,3,3,Completa,122,"$176.700,00"
1780,11/8/2024,1,13,2,1,Pendiente,132,"$43.000,00"
1781,11/8/2024,212,3,1,4,Completa,107,"$8.990,00"
1782,12/08/2024,42,31,1,4,Completa,116,"$8.990,00"
1783,12/08/2024,182,14,2,5,Pendiente,124,"$43.000,00"
1784,12/08/2024,247,26,2,1,Pendiente,103,"$43.000,00"
1785,12/8/2024,62,38,4,5,Completa,118,"$102.800,00"
1786,12/8/2024,262,32,1,4,Pendiente,129,"$8.990,00"
1787,12/8/2024,280,16,1,4,Completa,113,"$8.990,00"
1788,12/8/2024,94,34,1,2,Completa,120,"$8.990,00"
1789,12/8/2024,12,21,1,1,Completa,102,"$8.990,00"
1790,12/8/2024,321,10,2,5,Completa,110,"$43.000,00"
1791,12/8/2024,11,1,1,5,Completa,119,"$8.990,00"
1792,12/8/2024,124,7,6,3,Completa,117,"$109.800,00"
1793,13/08/2024,60,13,6,4,Completa,126,"$109.800,00"
1794,13/08/2024,79,7,6,5,Pendiente,130,"$109.800,00"
1795,13/08/2024,98,2,2,4,Completa,105,"$43.000,00"
1796,13/8/2024,98,12,2,2,Completa,111,"$43.000,00"
1797,13/8/2024,325,19,2,3,Completa,114,"$43.000,00"
1798,13/8/2024,185,21,3,5,Completa,123,"$176.700,00"
1799,13/8/2024,197,11,1,4,Completa,127,"$8.990,00"
1800,13/8/2024,145,30,1,5,Pendiente,122,"$8.990,00"
1801,13/8/2024,94,27,4,3,Completa,104,"$102.800,00"
1802,13/8/2024,140,22,3,1,Completa,103,"$176.700,00"
1803,14/08/2024,51,31,3,2,Completa,131,"$176.700,00"
1804,14/08/2024,140,26,6,4,Completa,102,"$109.800,00"
1805,14/08/2024,274,33,5,2,Completa,128,"$199.500,00"
1806,14/8/2024,112,5,6,3,Completa,110,"$109.800,00"
1807,14/8/2024,58,20,5,1,Completa,123,"$199.500,00"
1808,14/8/2024,219,13,1,4,Completa,101,"$8.990,00"
1809,14/8/2024,148,6,2,3,Completa,129,"$43.000,00"
1810,14/8/2024,304,31,4,4,Completa,108,"$102.800,00"
1811,14/8/2024,320,20,3,3,Completa,121,"$176.700,00"
1812,14/8/2024,294,17,1,5,Completa,101,"$8.990,00"
1813,14/8/2024,307,24,2,5,Completa,125,"$43.000,00"
1814,14/8/2024,326,22,3,1,Completa,102,"$176.700,00"
1815,14/8/2024,57,26,2,1,Completa,131,"$43.000,00"
1816,14/8/2024,318,19,5,1,Completa,118,"$199.500,00"
1817,14/8/2024,145,27,4,2,Completa,106,"$102.800,00"
1818,15/08/2024,300,35,6,4,Completa,121,"$109.800,00"
1819,15/08/2024,137,3,1,2,Completa,112,"$8.990,00"
1820,15/8/2024,123,25,5,5,Completa,117,"$199.500,00"
1821,15/8/2024,70,26,1,4,Completa,129,"$8.990,00"
1822,15/8/2024,33,5,5,5,Completa,115,"$199.500,00"
1823,15/8/2024,138,15,6,1,Completa,104,"$109.800,00"
1824,15/8/2024,241,25,2,4,Completa,113,"$43.000,00"
1825,16/08/2024,25,14,2,3,Completa,122,"$43.000,00"
1826,16/08/2024,292,6,5,2,Completa,111,"$199.500,00"
1827,16/08/2024,103,3,1,5,Pendiente,127,"$8.990,00"
1828,16/08/2024,222,31,3,5,Completa,108,"$176.700,00"
1829,16/08/2024,26,16,4,3,Completa,120,"$102.800,00"
1830,16/08/2024,112,6,1,4,Completa,101,"$8.990,00"
1831,16/08/2024,137,10,2,2,Pendiente,114,"$43.000,00"
1832,16/08/2024,52,4,6,4,Completa,123,"$109.800,00"
1833,16/8/2024,101,16,6,3,Completa,119,"$109.800,00"
1834,16/8/2024,286,15,4,3,Completa,132,"$102.800,00"
1835,16/08/2024,137,10,2,2,Pendiente,115,"$43.000,00"
1836,17/08/2024,302,8,4,4,Pendiente,109,"$102.800,00"
1837,17/08/2024,291,38,6,1,Completa,128,"$109.800,00"
1838,17/8/2024,31,10,5,5,Completa,103,"$199.500,00"
1839,17/8/2024,279,2,3,5,Completa,124,"$176.700,00"
1840,17/8/2024,25,8,5,5,Completa,110,"$199.500,00"
1841,17/8/2024,318,23,1,5,Completa,132,"$8.990,00"
1842,17/8/2024,27,35,4,5,Completa,105,"$102.800,00"
1843,17/08/2024,291,38,6,1,Completa,121,"$109.800,00"
1844,18/08/2024,4,38,3,3,Completa,119,"$176.700,00"
1845,18/08/2024,78,2,5,4,Completa,126,"$199.500,00"
1846,18/08/2024,257,12,3,4,Completa,113,"$176.700,00"
1847,18/08/2024,111,8,3,3,Pendiente,101,"$176.700,00"
1848,18/08/2024,234,20,3,4,Completa,129,"$176.700,00"
1849,18/8/2024,98,36,2,1,Pendiente,107,"$43.000,00"
1850,18/8/2024,83,32,5,3,Completa,131,"$199.500,00"
1851,18/8/2024,240,37,3,2,Completa,112,"$176.700,00"
1852,18/8/2024,320,36,6,4,Pendiente,124,"$109.800,00"
1853,18/8/2024,162,26,4,1,Completa,109,"$102.800,00"
1854,18/08/2024,257,12,3,4,Completa,127,"$176.700,00"
1855,19/08/2024,121,28,3,4,Completa,114,"$176.700,00"
1856,19/8/2024,287,29,1,3,Completa,132,"$8.990,00"
1857,19/8/2024,313,19,2,4,Pendiente,106,"$43.000,00"
1858,19/8/2024,73,8,2,2,Completa,119,"$43.000,00"
1859,19/8/2024,191,2,1,3,Completa,102,"$8.990,00"
1860,19/8/2024,269,29,3,3,Completa,121,"$176.700,00"
1861,19/8/2024,246,20,2,5,Completa,125,"$43.000,00"
1862,19/8/2024,42,32,4,1,Completa,104,"$102.800,00"
1863,19/8/2024,218,17,2,3,Pendiente,107,"$43.000,00"
1864,20/8/2024,168,1,6,4,Completa,125,"$109.800,00"
1865,20/8/2024,57,11,6,4,Pendiente,102,"$109.800,00"
1866,20/8/2024,246,8,5,1,Completa,131,"$199.500,00"
1867,20/8/2024,106,30,6,1,Completa,118,"$109.800,00"
1868,20/8/2024,108,12,5,4,Completa,106,"$199.500,00"
1869,20/8/2024,169,19,1,4,Completa,121,"$8.990,00"
1870,21/08/2024,193,4,6,3,Completa,112,"$109.800,00"
1871,21/08/2024,7,27,3,4,Pendiente,117,"$176.700,00"
1872,21/08/2024,289,29,3,1,Completa,129,"$176.700,00"
1873,21/08/2024,102,24,3,3,Completa,115,"$176.700,00"
1874,21/8/2024,26,31,2,4,Completa,104,"$43.000,00"
1875,21/8/2024,79,5,3,4,Completa,113,"$176.700,00"
1876,21/8/2024,188,35,5,4,Completa,122,"$199.500,00"
1877,21/8/2024,62,37,2,4,Completa,111,"$43.000,00"
1878,21/8/2024,145,33,1,2,Completa,127,"$8.990,00"
1879,21/8/2024,36,31,3,3,Pendiente,108,"$176.700,00"
1880,22/08/2024,63,32,6,4,Completa,120,"$109.800,00"
1881,22/08/2024,92,34,4,4,Completa,101,"$102.800,00"
1882,22/08/2024,23,28,4,4,Completa,114,"$102.800,00"
1883,22/08/2024,299,20,6,3,Completa,123,"$109.800,00"
1884,22/08/2024,244,19,1,5,Completa,119,"$8.990,00"
1885,22/08/2024,234,21,2,3,Completa,132,"$43.000,00"
1886,22/8/2024,95,26,4,3,Completa,115,"$102.800,00"
1887,22/8/2024,236,34,6,5,Completa,109,"$109.800,00"
1888,22/8/2024,79,8,1,5,Completa,128,"$8.990,00"
1889,22/8/2024,301,14,3,1,Completa,103,"$176.700,00"
1890,23/08/2024,258,26,3,4,Completa,124,"$176.700,00"
1891,23/8/2024,311,20,3,4,Pendiente,110,"$176.700,00"
1892,23/8/2024,128,34,3,5,Completa,132,"$176.700,00"
1893,23/8/2024,275,6,6,4,Completa,105,"$109.800,00"
1894,23/8/2024,274,35,2,3,Completa,121,"$43.000,00"
1895,23/8/2024,54,37,6,3,Completa,119,"$109.800,00"
1896,23/8/2024,149,18,3,2,Completa,126,"$176.700,00"
1897,24/08/2024,237,22,4,2,Completa,113,"$102.800,00"
1898,24/08/2024,155,13,6,1,Completa,101,"$109.800,00"
1899,24/08/2024,55,25,2,5,Completa,129,"$43.000,00"
1900,24/8/2024,320,14,4,4,Completa,107,"$102.800,00"
1901,24/8/2024,70,35,5,1,Completa,131,"$199.500,00"
1902,25/08/2024,4,34,6,1,Completa,112,"$109.800,00"
1903,25/08/2024,246,21,2,2,Completa,124,"$43.000,00"
1904,25/08/2024,208,33,4,4,Completa,109,"$102.800,00"
1905,25/08/2024,279,29,3,1,Completa,127,"$176.700,00"
1906,25/08/2024,275,13,6,1,Completa,114,"$109.800,00"
1907,25/8/2024,263,25,4,4,Completa,132,"$102.800,00"
1908,25/8/2024,316,29,3,3,Completa,106,"$176.700,00"
1909,25/8/2024,179,23,6,2,Completa,119,"$109.800,00"
1910,25/8/2024,161,20,3,2,Completa,102,"$176.700,00"
1911,25/8/2024,61,14,3,3,Completa,121,"$176.700,00"
1912,25/8/2024,118,33,2,5,Completa,125,"$43.000,00"
1913,26/08/2024,14,32,3,4,Completa,104,"$176.700,00"
1914,26/08/2024,316,28,1,3,Completa,109,"$8.990,00"
1915,26/08/2024,148,17,6,5,Completa,125,"$109.800,00"
1916,26/8/2024,15,6,4,5,Completa,102,"$102.800,00"
1917,26/8/2024,278,22,3,1,Completa,131,"$176.700,00"
1918,26/8/2024,313,5,3,1,Completa,118,"$176.700,00"
1919,26/8/2024,153,36,3,5,Completa,106,"$176.700,00"
1920,26/8/2024,284,8,6,5,Completa,121,"$109.800,00"
1921,26/8/2024,218,24,5,4,Completa,112,"$199.500,00"
1922,27/08/2024,96,30,5,4,Completa,117,"$199.500,00"
1923,27/08/2024,111,20,2,1,Completa,129,"$43.000,00"
1924,27/08/2024,90,6,3,3,Completa,115,"$176.700,00"
1925,27/08/2024,257,5,5,5,Completa,104,"$199.500,00"
1926,27/8/2024,187,37,2,3,Completa,113,"$43.000,00"
1927,28/08/2024,298,17,1,3,Completa,122,"$8.990,00"
1928,28/8/2024,23,2,3,1,Completa,111,"$176.700,00"
1929,28/8/2024,74,15,2,5,Completa,127,"$43.000,00"
1930,29/08/2024,193,25,6,5,Completa,108,"$109.800,00"
1931,29/08/2024,80,7,3,2,Completa,120,"$176.700,00"
1932,29/08/2024,288,11,3,1,Completa,101,"$176.700,00"
1933,29/08/2024,56,5,6,3,Completa,114,"$109.800,00"
1934,29/08/2024,121,6,5,4,Completa,123,"$199.500,00"
1935,29/8/2024,229,34,5,1,Completa,119,"$199.500,00"
1936,29/8/2024,306,14,4,3,Completa,132,"$102.800,00"
1937,29/8/2024,178,30,1,2,Completa,115,"$8.990,00"
1938,29/8/2024,89,23,3,1,Completa,109,"$176.700,00"
1939,29/8/2024,133,33,4,2,Pendiente,128,"$102.800,00"
1940,29/8/2024,233,25,3,4,Pendiente,103,"$176.700,00"
1941,29/08/2024,80,7,3,2,Completa,124,"$176.700,00"
1942,30/08/2024,206,3,3,4,Completa,110,"$176.700,00"
1943,30/8/2024,132,28,2,2,Completa,132,"$43.000,00"
1944,30/8/2024,281,33,2,5,Completa,105,"$43.000,00"
1945,30/8/2024,1,36,3,3,Completa,121,"$176.700,00"
1946,30/8/2024,252,34,2,5,Completa,119,"$43.000,00"
1947,31/08/2024,321,32,4,4,Completa,126,"$102.800,00"
1948,31/08/2024,151,10,5,4,Completa,113,"$199.500,00"
1949,31/8/2024,307,34,5,4,Completa,101,"$199.500,00"
1950,31/8/2024,199,3,2,3,Completa,129,"$43.000,00"
1951,31/8/2024,151,36,1,1,Completa,107,"$8.990,00"
1952,31/8/2024,176,34,3,3,Completa,131,"$176.700,00"
1953,31/8/2024,214,10,6,1,Completa,112,"$109.800,00"
1954,31/8/2024,183,37,4,3,Completa,124,"$102.800,00"
1955,01/09/2024,207,10,1,4,Completa,109,"$8.990,00"
1956,01/09/2024,322,31,6,3,Completa,127,"$109.800,00"
1957,01/09/2024,273,8,3,5,Pendiente,114,"$176.700,00"
1958,01/09/2024,50,36,5,5,Completa,132,"$199.500,00"
1959,1/9/2024,201,25,5,4,Completa,106,"$199.500,00"
1960,1/9/2024,182,35,3,2,Completa,119,"$176.700,00"
1961,1/9/2024,319,29,1,5,Completa,102,"$8.990,00"
1962,1/9/2024,188,16,4,1,Completa,121,"$102.800,00"
1963,1/9/2024,122,8,6,4,Completa,125,"$109.800,00"
1964,1/9/2024,114,9,3,2,Completa,104,"$176.700,00"
1965,1/9/2024,91,32,6,5,Pendiente,109,"$109.800,00"
1966,02/09/2024,164,16,2,5,Completa,125,"$43.000,00"
1967,02/09/2024,248,9,4,4,Completa,102,"$102.800,00"
1968,02/09/2024,314,16,3,2,Pendiente,131,"$176.700,00"
1969,02/09/2024,317,20,5,1,Completa,118,"$199.500,00"
1970,02/09/2024,308,25,2,1,Completa,106,"$43.000,00"
1971,02/09/2024,40,24,6,4,Completa,121,"$109.800,00"
1972,02/09/2024,179,29,4,1,Completa,112,"$102.800,00"
1973,2/9/2024,257,38,5,5,Completa,117,"$199.500,00"
1974,2/9/2024,115,30,5,1,Completa,129,"$199.500,00"
1975,2/9/2024,252,16,4,4,Completa,115,"$102.800,00"
1976,03/09/2024,297,36,1,5,Completa,104,"$8.990,00"
1977,03/09/2024,59,36,4,5,Completa,113,"$102.800,00"
1978,03/09/2024,152,25,5,3,Completa,122,"$199.500,00"
1979,3/9/2024,194,31,2,2,Completa,111,"$43.000,00"
1980,3/9/2024,100,38,4,4,Completa,127,"$102.800,00"
1981,3/9/2024,206,31,3,4,Completa,108,"$176.700,00"
1982,04/09/2024,50,16,6,4,Completa,120,"$109.800,00"
1983,04/09/2024,303,2,3,5,Completa,101,"$176.700,00"
1984,04/09/2024,257,19,2,3,Completa,114,"$43.000,00"
1985,04/09/2024,167,14,3,1,Completa,123,"$176.700,00"
1986,4/9/2024,314,22,1,4,Completa,119,"$8.990,00"
1987,4/9/2024,257,8,2,4,Completa,132,"$43.000,00"
1988,4/9/2024,23,26,2,5,Pendiente,115,"$43.000,00"
1989,4/9/2024,302,19,3,1,Completa,109,"$176.700,00"
1990,4/9/2024,141,30,5,3,Completa,128,"$199.500,00"
1991,05/09/2024,213,32,6,5,Completa,103,"$109.800,00"
1992,05/09/2024,209,38,5,2,Completa,124,"$199.500,00"
1993,5/9/2024,138,30,2,4,Pendiente,110,"$43.000,00"
1994,5/9/2024,125,6,4,1,Completa,132,"$102.800,00"
1995,5/9/2024,218,4,1,4,Completa,105,"$8.990,00"
1996,06/09/2024,188,4,4,4,Completa,121,"$102.800,00"
1997,06/09/2024,93,38,3,3,Completa,119,"$176.700,00"
1998,06/09/2024,284,17,5,4,Completa,126,"$199.500,00"
1999,6/9/2024,229,19,5,3,Completa,113,"$199.500,00"
2000,6/9/2024,59,4,1,1,Completa,101,"$8.990,00"
